Name_of_movie,Year_of_release,Watchtime,Movie_Rating,Metascore,Votes,Grosses,Description,Director,Stars,Genres
"Three Billboards Outside Ebbing, Missouri", 2017 ,115,8.1,88,"538,615",$54.51M,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Martin McDonagh,"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Caleb Landry Jones']","
Comedy, Crime, Drama            "
Memories of Murder, 2003 ,132,8.1,82,"205,119",$0.01M,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Bong Joon Ho,"['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim', 'Jae-ho Song']","
Crime, Drama, Mystery            "
Logan, 2017 ,137,8.1,77,"807,260",$226.28M,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",James Mangold,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook']","
Action, Drama, Sci-Fi            "
"Lock, Stock and Two Smoking Barrels", 1998 ,107,8.1,66,"604,547",$3.90M,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",Guy Ritchie,"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham']","
Action, Comedy, Crime            "
Raging Bull, 1980 ,129,8.1,90,"370,841",$23.38M,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent']","
Biography, Drama, Sport            "
Warrior, 2011 ,140,8.1,71,"489,000",$13.66M,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Gavin O'Connor,"['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison']","
Action, Drama, Sport            "
The Sound of Music, 1965 ,172,8.1,63,"250,589",$163.21M,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,Robert Wise,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']","
Biography, Drama, Family            "
Before Sunrise, 1995 ,101,8.1,77,"329,308",$5.54M,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl']","
Drama, Romance            "
Platoon, 1986 ,120,8.1,92,"429,922",$138.53M,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Oliver Stone,"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']","
Drama, War            "
12 Years a Slave, 2013 ,134,8.1,96,"727,250",$56.67M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']","
Biography, Drama, History            "
How to Train Your Dragon, 2010 ,98,8.1,75,"778,785",$217.58M,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Directors:Dean DeBlois, Chris Sanders","['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse', 'Craig Ferguson']","
Animation, Action, Adventure            "
Spotlight, I   2015 ,129,8.1,93,"491,193",$45.06M,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Tom McCarthy,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber']","
Biography, Crime, Drama            "
Rush, I   2013 ,123,8.1,74,"501,515",$26.95M,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,Ron Howard,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']","
Action, Biography, Drama            "
Portrait of a Lady on Fire, 2019 ,122,8.1,95,"103,547",$3.76M,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Céline Sciamma,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino']","
Drama, Romance            "
Hachi: A Dog's Tale, 2009 ,93,8.1, ,"302,223",#233,A college professor bonds with an abandoned dog he takes into his home.,Lasse Hallström,"['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer']","
Biography, Drama, Family            "
In the Mood for Love, 2000 ,98,8.1,87,"161,348",$2.73M,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,"['Tony Leung Chiu-wai', 'Maggie Cheung', 'Siu Ping-Lam', ""Tung Cho 'Joe' Cheung""]","
Drama, Romance            "
My Neighbor Totoro, 1988 ,86,8.1,86,"363,917",$1.11M,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Hayao Miyazaki,"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi']","
Animation, Comedy, Family            "
The Red Shoes, 1948 ,135,8.1, ,"37,795",$10.90M,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"Directors:Michael Powell, Emeric Pressburger","['Anton Walbrook', 'Marius Goring', 'Moira Shearer', 'Robert Helpmann']","
Drama, Music, Romance            "
Million Dollar Baby, 2004 ,132,8.1,86,"709,345",$100.49M,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",Clint Eastwood,"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel']","
Drama, Sport            "
La haine, 1995 ,98,8.1, ,"188,635",$0.31M,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Mathieu Kassovitz,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili']","
Crime, Drama            "
Gran Torino, 2008 ,116,8.1,72,"800,598",$148.10M,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",Clint Eastwood,"['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her']","
Drama            "
"Paris, Texas", 1984 ,145,8.1,81,"113,934",$2.18M,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Sam Berry']","
Drama            "
Wild Tales, 2014 ,122,8.1,77,"210,449",$3.11M,Six short stories that explore the extremities of human behavior involving people in distress.,Damián Szifron,"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta']","
Comedy, Drama, Thriller            "
Barry Lyndon, 1975 ,185,8.1,89,"177,891",#187,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']","
Adventure, Drama, War            "
Stalker, 1979 ,162,8.1,85,"141,013",$0.23M,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']","
Drama, Sci-Fi            "
The Seventh Seal, 1957 ,96,8.1,88,"193,913",#206,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe']","
Drama, Fantasy            "
Ben-Hur, 1959 ,212,8.1,90,"248,777",$74.70M,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",William Wyler,"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet']","
Adventure, Drama            "
Mr. Smith Goes to Washington, 1939 ,129,8.1,73,"119,372",$9.60M,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",Frank Capra,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold']","
Comedy, Drama            "
The Iron Giant, 1999 ,86,8.1,85,"217,567",$23.16M,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,Brad Bird,"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston', 'Vin Diesel']","
Animation, Action, Adventure            "
Network, 1976 ,121,8.1,83,"166,366",#222,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",Sidney Lumet,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']","
Drama            "
On the Waterfront, 1954 ,108,8.1,91,"161,232",$9.60M,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Elia Kazan,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger']","
Crime, Drama, Thriller            "
Before Sunset, 2004 ,80,8.1,91,"280,474",$5.82M,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès']","
Drama, Romance            "
Cool Hand Luke, 1967 ,127,8.1,92,"185,177",$16.22M,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Stuart Rosenberg,"['Paul Newman', 'George Kennedy', 'Strother Martin', 'J.D. Cannon']","
Crime, Drama            "
In the Name of the Father, 1993 ,133,8.1,84,"183,234",$25.01M,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']","
Biography, Crime, Drama            "
OMG: Oh My God!, 2012 ,125,8.1, ,"63,510",$0.92M,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Umesh Shukla,"['Paresh Rawal', 'Akshay Kumar', 'Mithun Chakraborty', 'Mahesh Manjrekar']","
Comedy, Drama, Fantasy            "
Amores Perros, 2000 ,154,8.1,83,"249,131",$5.38M,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Alejandro G. Iñárritu,"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo', 'Álvaro Guerrero']","
Drama, Thriller            "
Rebecca, 1940 ,130,8.1,86,"143,532",$4.36M,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Alfred Hitchcock,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson']","
Drama, Film-Noir, Mystery            "
The Third Man, 1949 ,93,8.1,97,"178,303",$0.45M,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Carol Reed,"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard']","
Film-Noir, Mystery, Thriller            "
Persona, 1966 ,83,8.1,86,"127,364",#247,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Ingmar Bergman,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand']","
Drama, Thriller            "
A Silent Voice: The Movie, 2016 ,130,8.1,78,"94,637", ,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono']","
Animation, Drama            "
Hotel Rwanda, 2004 ,121,8.1,79,"366,627",$23.53M,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",Terry George,"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali']","
Biography, Drama, History            "
Farewell My Concubine, 1992 ,171,8.1,84,"31,905",$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,Kaige Chen,"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge']","
Drama, Music, Romance            "
Neon Genesis Evangelion: The End of Evangelion, 1997 ,87,8.1, ,"61,035", ,Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).,"Directors:Hideaki Anno, Kazuya Tsurumaki","['Megumi Ogata', 'Megumi Hayashibara', 'Yûko Miyamura', 'Kotono Mitsuishi']","
Animation, Action, Drama            "
The Man Who Shot Liberty Valance, 1962 ,123,8.1,94,"80,415", ,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,John Ford,"['James Stewart', 'John Wayne', 'Vera Miles', 'Lee Marvin']","
Drama, Western            "
Paper Moon, 1973 ,102,8.1,77,"50,972",$30.93M,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",Peter Bogdanovich,"[""Ryan O'Neal"", ""Tatum O'Neal"", 'Madeline Kahn', 'John Hillerman']","
Comedy, Crime, Drama            "
The Celebration, 1998 ,105,8.1,82,"91,722",$1.65M,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",Thomas Vinterberg,"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen']","
Drama            "
PK, 2014 ,153,8.1, ,"196,510",$10.62M,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.,Rajkumar Hirani,"['Aamir Khan', 'Anushka Sharma', 'Sanjay Dutt', 'Boman Irani']","
Comedy, Drama, Sci-Fi            "
The Best Years of Our Lives, 1946 ,170,8.1,93,"68,636",$23.65M,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",William Wyler,"['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright']","
Drama, Romance, War            "
The Grapes of Wrath, 1940 ,129,8.1,96,"97,985",$0.06M,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",John Ford,"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin']","
Drama            "
All Quiet on the Western Front, 1930 ,152,8.1,91,"66,399",$3.27M,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",Lewis Milestone,"['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy']","
Drama, War            "
